개방서비스명,개방서비스아이디,사업장명,좌표정보(x),좌표정보(y),업태구분명,소분류
백화점,08_25_01_P,롯데백화점 광주점,191913.038277945,183968.019861937,백화점,롯데
백화점,08_25_01_P,롯데백화점부산점,387271.299492377,186099.137533193,백화점,롯데
백화점,08_25_01_P,이랜드 리테일 해운대점,398269.05154158,187874.778091232,백화점,
백화점,08_25_01_P,롯데쇼핑주식회사,394083.501537578,187707.586117775,백화점,롯데
백화점,08_25_01_P,롯데백화점 센텀시티점,394083.501537578,187707.586117775,백화점,롯데
백화점,08_25_01_P,(주)신세계 센텀시티점,393952.264486105,187602.933160728,백화점,신세계
백화점,08_25_01_P,디큐브거제백화점,347704.205856611,155893.001589544,백화점,
백화점,08_25_01_P,롯데쇼핑(주) 구리점,212647.021160325,455616.655198478,백화점,롯데
백화점,08_25_01_P,롯데쇼핑(주)구리점,212647.021160325,455616.655198478,백화점,롯데
백화점,08_25_01_P,(주)지에스리테일 GS스퀘어 구리점,212647.021160325,455616.655198478,백화점,
백화점,08_25_01_P,AK플라자수원점,199920.194662903,418246.927112644,백화점,
백화점,08_25_01_P,한화갤러리아(주) 광교점,205023.582888351,420361.248170516,백화점,갤러리아
백화점,08_25_01_P,이랜드리테일 NC구로점,189570.360930049,444336.051330144,백화점,
백화점,08_25_01_P,서경백화점,170983.786720678,446238.633155912,백화점,
백화점,08_25_01_P,대전신세계 엑스포점,234414.00794623,319679.535632277,백화점,신세계
백화점,08_25_01_P,롯데백화점 창원점 신관,353152.773639216,192998.728028448,백화점,롯데
백화점,08_25_01_P,현대백화점 충청점,238047.286714699,349368.880808052,백화점,현대
백화점,08_25_01_P,(주) 한화갤러리아 타임월드,233862.052682978,316846.061831289,백화점,갤러리아
백화점,08_25_01_P,롯데백화점 대전점,234901.193914174,315605.266030179,백화점,롯데
백화점,08_25_01_P,롯데백화점 창원점,353052.944834244,192993.337825028,백화점,롯데
백화점,08_25_01_P,(주)신세계 마산점,344361.357213009,192302.09720122,백화점,신세계
백화점,08_25_01_P,대동백화점,353660.889782198,192440.577505521,백화점,
백화점,08_25_01_P,(주)대우인터내서널 대우백화점,343212.800421554,190266.65987154,백화점,
백화점,08_25_01_P,롯데백화점 마산점,343212.800421554,190266.65987154,백화점,롯데
백화점,08_25_01_P,현대백화점 천호점,210929.919693661,448537.406728283,백화점,현대
백화점,08_25_01_P,주식회사 현대백화점 디큐브시티,190107.045415333,445157.626366229,백화점,현대
백화점,08_25_01_P,갤러리아백화점(동관),203604.761651873,447316.222786487,백화점,갤러리아
백화점,08_25_01_P,롯데백화점 동래점,389097.800933845,192260.811648263,백화점,롯데
백화점,08_25_01_P,청안백화점,207616.421564919,300437.62989623,백화점,
백화점,08_25_01_P,신세계백화점 천안아산점,213910.850637373,368774.087611534,백화점,신세계
백화점,08_25_01_P,AK PLAZA 평택점,207523.442711596,387674.877266816,백화점,
백화점,08_25_01_P,롯데백화점(강남점),204669.543366778,443873.621189048,백화점,롯데
백화점,08_25_01_P,SSG Food Market 백화점,203789.588128352,446796.128299612,백화점,
백화점,08_25_01_P,(주)현대백화점 본점,202358.505687227,447232.955697694,백화점,현대
백화점,08_25_01_P,현대백화점 무역센터점,205210.358779172,445154.42225208,백화점,현대
백화점,08_25_01_P,갤러리아백화점(서관),203470.848439305,447369.579851952,백화점,갤러리아
백화점,08_25_01_P,주식회사현대백화점,387539.767677801,184402.96650913,백화점,현대
백화점,08_25_01_P,롯데참피온백화점,152495.151347759,-885.089142987237,백화점,
백화점,08_25_01_P,희망백화점,174172.521279,439905.780965785,백화점,
백화점,08_25_01_P,로얄백화점,180657.771489919,442562.696376175,백화점,
백화점,08_25_01_P,뉴코아,201804.810108336,419164.107425875,백화점,
백화점,08_25_01_P,수원역사(주),199920.194662903,418246.927112644,백화점,
백화점,08_25_01_P,드림플러스,238501.339424579,347307.952095035,백화점,
백화점,08_25_01_P,롯데백화점 전주점,210932.176422652,259384.667767568,백화점,롯데
백화점,08_25_01_P,갤러리아백화점,213910.850637373,368774.087611534,백화점,갤러리아
백화점,08_25_01_P,뉴코아백화점 평촌점,195664.729348617,432092.866186939,백화점,
백화점,08_25_01_P,신세계백화점 미아점,202555.30089577,456503.066230481,백화점,신세계
백화점,08_25_01_P,(주)GS리테일GS스퀘어부천점,180053.344972882,444507.865626959,백화점,
백화점,08_25_01_P,롯데백화점 상계점,205320.28476675,461419.881795004,백화점,롯데
백화점,08_25_01_P,태평백화점,198303.527071078,442742.422887932,백화점,
백화점,08_25_01_P,남문백화점,201466.481843885,419450.625001465,백화점,
백화점,08_25_01_P,애경백화점,189570.360930049,444336.051330144,백화점,
백화점,08_25_01_P,리뷰백화점,381751.00317294,179575.519981971,백화점,
백화점,08_25_01_P,뉴코아아울렛평택점,209932.581670857,388254.423734324,백화점,
백화점,08_25_01_P,(주)현대백화점 동호스토아,202485.226490575,447521.520319158,백화점,현대
